gold_id,is_common_sample,assigned_to,candidate_group,rating,rating_num,content_norm,goods_name,brand_name,option_text,analysis_category,survey_size,survey_color,survey_thickness,survey_stretch,strong_complaint_matches,weak_topic_matches,risky_common_matches,positive_matches,has_contrast_marker,late_delivery,wrong_item,missing_item,damaged_on_arrival,packaging_issue,size_large,size_small,fit_dissatisfaction,finish_defect,durability,contamination,fabric_issue,thickness,poor_comfort,color_mismatch,design_mismatch,price_dissatisfaction,other_complaint,uncertain,labeler,label_notes,is_complaint_auto,coarse_labels_auto,review_id,goods_no,,label_notes,의논여부,,cross_notes
G0091,0,member2,mixed_or_partial_rating4,4,4,확실히 유니크한 매력이 있는 옷이에요. 하지만 조이고 남은 끈을 뒤에서 묶어야 하니 입기는 좀 힘들고... 많이 마른 체형인지라 옷.몸 사이가 남는다는 느낌도 좀 있고... 더 많이 당겨봐야겠어요.ㅠ 그럼에도 앞 핏은 흠잡을데 없이 예쁩니다 구슬도 좀 뒤로 도망가긴 해요 유니크함은 진짜 ㅇㅈ,Halterneck Wooden Beads Top (IVORY),루바티,1size,상의,,,,,,"핏, 핏은","다, 들, 더, 해요, 입기, 옷, 느낌, 긴, 들고, 옷이, 하지만, 끈, 없이, 있고, 확실히",예쁩니다,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member2,,,,74588108,3408335,,,,,
G0092,0,member3,partial_complaint_in_rating5,5,5,133cm 초등4 남아 딱 맞네요~ 내년에는 못 신을것 같아서 아쉽네요.한치수 크게 주문했으면 더 좋았겠다 싶네요~ 신발은 이쁘고 아들도 마음에 든다 합니다.,K245KSN015 컨투어 제로 키즈  BLUE,내셔널지오그래픽 키즈,BLUE · 220,신발,,,,,아쉽네요,,"다, 들, 면, 같아, 수, 합니다, 딱, 더, 것 같아, 신발, 등, 크게, 같아서, 신을, 아들",마음에,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,76074514,3879716,,,,,
G0093,0,member3,ambiguous_low_rating_topic_only,3,3,품이 넉넉합니다 두루두루 맞춰입기 좋아요 신랑도 좋다하네요,소프트 테리 오버핏 긴팔 카라티 (멜란지 그레이) 24PL01,나인제트,멜란지 그레이 (MG) · M,상의,,,,,,품이,"다, 좋아, 합니다, 입기, 하네요, 입기 좋아요",좋아요,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,66827669,4284408,,,,,
G0094,0,member5,clear_complaint_low_rating,1,1,스타일은 좋아서 구매했는데 바지 재질때문인지 맨들 거리는게 있네여 한번 교환했는데도 똑같이 잇는.. 다리면 사라진다는데 어쨋든 불편하네요,밴딩 와이드 슬랙스 [BLACK],드로우핏,BLACK · S,하의,,,,,"교환, 불편하네요, 불편, 교환했는데, 교환했는데도",,"다, 좋아, 들, 면, 때, 질, 했는데, 재질, 타, 바지, 스타일, 하네요, 구매했는데, 같이, 다리",좋아서,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,member5,,,,73000887,2422238,,,,,
G0095,0,member2,ambiguous_low_rating_topic_only,3,3,싼 값에 막 입을려고 샀어요 가격 생각 하면 괜찮을듯,벌룬핏 코튼 후드 집업 점퍼_블랙,코드그라피,L,아우터,정사이즈,화면과 비슷,적당함,,,가격,"면, 생각, 입을, 듯, 막, 괜찮을",샀어요,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,82960439,3790726,,,,,
G0096,0,member3,clear_non_complaint_rating5,5,5,재질도 부드럽고 가볍고 편안해서 좋더라구요~~ ㅎㅎ 잘 구매핬습니당,P5023 우먼 밴드 브라탑 [2 COLOR],피지컬가먼츠,화이트 · S,상의,,,,,,,"잘, 해서, 더, 질, 재질","부드럽고, 재질도",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,82064360,3985001,,,,,
G0097,0,member2,clear_complaint_low_rating,3,3,지퍼랑 박음질 시보리 부분이 저렴한 티가 많이 납니다.. 직접 봤으면 사지 않았을거같아요 .. 디자인이 귀엽고 후기가 많아서 사봤는데 실망입니다 막 걸쳐야겠어요,WOMEN 크롭 오버핏 숏 야상 점퍼 자켓 [WHITE],콜릿,WHITE · FREE,아우터,,,,,"실망, 실망입니다","디자인, 디자인이","다, 면, 같아, 같아요, 질, 입니다, 티, 막, 봤는데, 저렴한",귀엽고,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member2,,,,27952526,2379403,,,,,
G0098,0,member1,clear_complaint_low_rating,3,3,생각보다는 좀 별로였어요. 일단 안에 플리스 마감이 너무 지저분해서 진짜 옷 뒤집어 입은 사람처럼 보여요.. 뒤집어 입는 경우는 무스탕에 비하면 별로 없을 듯.. 그래도 색감은 톤다운된 회색베이지빛이어서 좋습니다. 프리사이즈라 엄청 커요 키큰 남자분들도 짧은 기장 감안하면 다 입을 수 있으실 것 같아요. 그리고 내외부 주머니가 같고 입구만 2개인 디자인이어서 주머니에 손넣을 때 잘못 넣으면 갈비뼈 만지적 거릴 수 있어요 몰래 긁기 가능..!,리버시블 스웨이드 오버핏 양털 무스탕 자켓 점퍼,플레이스 스튜디오,BEIGE · FREE,아우터,,,,,"마감이, 커요, 별로, 마감, 마감이 너무, 별로였어요","색, 사이즈, 디자인, 색감, 기장, 디자인이, 색감은","다, 잘, 들, 면, 같아, 수, 해서, 같아요, 때, 보다, 있어, 생각, 옷, 입을, 것 같아, 생각보다, 것 같아요, 감이, 듯, 키, 엄청, 있어요, 큰, 입을 수, 입는, 가능, 일단, 보여요, 남자, 짧은","수 있어, 좋습니다, 갈, 때 잘",TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,member1,,,,36193152,2853715,,,,,
G0099,,member4,partial_complaint_in_rating5,5,5,"옷이참 맘에 듭니다,재질이 부드러운편이라 몸에닿아도 거슬리지않고,원단이 도톰하고 짱짱해서 세탁을 해도 변형이 없고,디자인도 포켓에 포인트를 줘서 밋밋하지않고,좋네요,사이즈도 무릎아래 종아리 반정도 까지 내려와 적당한거 같고,폭도 너무과하지않게 넓어서 불편함이 없어요,두께감이 있는 옷이라 핏이 잘잡히네요,여름뿐아니라 봄 가을에 착용해도 좋을것 같습니다,합리적인가격에 좋은 품질의 상품이네요,버뮤다팬츠중에 제일 맘에 듭니다, 이 디자인,사이즈로 얇고 짱짱한 쿨원단의 상품도 출고되면 좋겠읍니다,",카펜터 버뮤다 스웨트 8부 팬츠 블랙,필립페이커,M(3단쭈리),하의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,64145358,3513309,,,,,
G0100,1,ALL,partial_complaint_in_rating5,5,5,"해리슨. 아칼루 라운드넥 패딩점퍼 #포레스트카키 스타일 - 핏이 아주 마음에 드는 제품입니다. 이너 패딩으로 활용하기 좋고, 전체적인 기장감이 적절합니다. 한겨울에는 다른 아우터와 함께 매치해도 좋을 것 같고, 단품으로 활용하기에도 다양한 스타일에 무난하게 어울릴 것 같습니다. 착용감 - 우선 가볍고 전체적으로 탄탄합니다. 제법 추운 날 착용했는데 별도의 아우터 없이도 보온성이 좋아서 아주 만족했습니다. 소매나 밑단 마감도 하이엔드 아웃도어 브랜드와 비교해도 부족하지 않을 만큼 훌륭합니다. 소재 - 고급 타슬란 원단으로 생활 방수 및 바람막이 효과도 있습니다. 광택 없는 소재로 카키 컬러가 은은하게 잘 빠진 것 같습니다. 충전재가 덕다운 + 웰론이 믹스되어 있어서 가격 대비 좋은 효율성을 보여주는 것 같습니다. 안쪽에 내부 포켓도 활용성이 좋습니다.",남녀공용 아칼루 라운드넥 경량 패딩점퍼 HA-1001 RIS1001 포레스트카키,해리슨,2XL(110) · 포레스트카키,아우터,,,,,"마감, 마감도","핏, 가격, 핏이, 기장, 제품, 소재, 원단, 가격 대비","다, 좋아, 잘, 수, 합니다, 하게, 으로, 있어, 입니다, 울, 좋은, 했는데, 전, 감이, 있어서, 타, 키, 착용, 날, 같습니다, 좋을, 스타일, 했습니다, 대비, 있습니다, 막, 되어, 것 같습니다, 없이, 이너","좋고, 좋습니다, 마음에, 훌륭합니다, 좋아서, 만족, 아주 마음에, 다양한, 매치해도, 착",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,69035434,4421688,,불만없음,,,
G0101,0,member5,mixed_or_partial_rating4,4,4,사이즈가 넉넉해요 허리도 여유있는편이라서 좋아요 허리 너무 좁게 나온거는 불편했거든요. 무게감 있지막 아이가 편하가 잘 입고 있어요.,자이언트핏 데님 카고 하프팬츠(그레이),테이크이지 키즈,140,하의,,,,,불편,"사이즈, 허리, 사이즈가, 허리도","좋아, 잘, 있어, 해요, 입고, 있어요, 막, 편이라, 아이가, 나온","좋아요, 잘 입고, 입고 있어요, 잘 입고 있어요",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,74759634,4126714,,,,,
G0102,,member4,mixed_or_partial_rating4,4,4,솔직히 한번입고 잘 안입게 되네요ㅠ 잘 모르겠습니다ㅠ,캡내장 모달 이너 반팔 티셔츠 (3 colors),아워위,그레이 · L,상의,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,member4,,,,75249918,4307205,,,,,
G0103,1,ALL,partial_complaint_in_rating5,5,5,색감이 사진에서 보기보다 조금 어두워서 아쉽지만 그래도 예뻐서 자주입을것 같습니다,Edelweiss Quilted Jacket Navy,디스이즈네버댓,L,아우터,정사이즈,어두움,,,아쉽지만,"색, 색감, 색감이","다, 보다, 입을, 감이, 조금, 같습니다, 것 같습니다, 예뻐서",,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,member1,,,,80266478,3591208,,,,,
G0104,0,member3,ambiguous_low_rating_topic_only,1,1,허리가 너무 조여요 ㅠ 나이키 컴프레션타이즈 M사이즈에 비해 허리가 턱없이 작습니다,[힛탠다드]컴포트액트 컴프레션 레깅스 (2color),무신사 스탠다드 스포츠,BLKBLACK/M,하의,,,,,,"사이즈, 허리, 허리가, 사이즈에, 허리가 너무","다, 타, 키, 없이",,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,52098732,3056184,,,,,
G0105,0,member3,ambiguous_low_rating_topic_only,3,3,색상이나 디자인이 이뻐서 주문했는데 사이즈 표를 보니 어깨 사이즈가 애매하더라구요 그래서 일단 m으로 주문했는데 배송오고 입어보니 확실히 좀 어깨가 굉장히 핏하고 살짝 작은느낌? 크롭 기장인거 같기는 한대 투웨이 지퍼를 살짝 올리면 계속 올라가는 느낌...?ㅠ 그래도 만족,Heavenly Gingham Track Jacket Baby Blue,스컬프터,M,아우터,,,,,,"색, 사이즈, 핏, 디자인, 배송, 색상, 기장, 사이즈가, 디자인이, 색상이","면, 으로, 더, 했는데, 느낌, 살, 입어, 살짝, 올, 일단, 작은, 이뻐서, 가는, 굉장히, 확실히, 주문했는데",만족,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,member3,,,,58965668,3844988,,,,,어깨 핏 언급
G0106,0,member2,partial_complaint_in_rating5,5,5,디자인도 좋구요~~ 사이즈. 마감.배송 다 좋았어요~ 만족합니다,어센틱 릴렉스드 유니버시티 맨투맨 스웨트 그레이,언더오프,그레이 · L,상의,정사이즈,화면과 비슷,얇음,,마감,"사이즈, 디자인, 배송, 디자인도","다, 합니다, 좋았어요","만족합니다, 만족, 좋구요, 좋구",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,79947752,4261978,,,,,
G0107,0,member2,partial_complaint_in_rating5,5,5,여행용으로 너무 좋아요 바닥면에 딱딱한 판이 있으면 더 좋을것 같은데 그게 아쉽네요 어설프게 짐 넣으면 가방모양이 구겨져서 짐 많이 쌀때 쓰기 좋을 것 같아요 신발도 넣을 수 있어서 더 좋습니다,MASTERPIECE DUFFEL BAG / BLACK,몬스터리퍼블릭,MASTERPIECE DUFFEL BAG,가방,,,,,아쉽네요,,"다, 좋아, 면, 같아, 수, 같아요, 으로, 딱, 더, 때, 있어, 것 같아, 것 같아요, 있어서, 가방, 좋을, 같은, 신발, 짐, 좋을 것, 좋을 것 같아요","수 있어, 좋아요, 좋습니다, 너무 좋아요, 발도",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,member2,,,,11873134,1113117,,,,,
G0108,0,member5,partial_complaint_in_rating5,5,5,🫶색감도 이쁘고 핏도 너무 이뻐욧🫶 재질 엄청 얇지도 두껍지도 않아요. 좀 얇은 느낌이 더 강하고 처음에 한 쪽 어깨가 튀어 나오는 불량이었는데 지금 받은건 확실히 좀 덜해서 마음에 쏙 듭니다😭🤼 배꼽 보이는 기장 아니고 허리 얇고 다리 길어보이는 디쟌입니다🥳 다른색도 세일할 때 사야겠어요👍🏼,ROUND HEM CROP TEE CHARCOAL,아메스 월드와이드,차콜 F,상의,,,,,"불량, 불량이","색, 핏, 색감, 기장, 핏도, 허리, 색도, 색감도, 얇은, 얇고, 두껍지, 다른색, 핏도 너무, 다른색도, 얇지도","다, 해서, 더, 때, 질, 할, 입니다, 재질, 느낌, 않아, 엄청, 느낌이, 처음, 세일, 길어, 지금, 할 때, 보이는, 다리, 오는, 확실히","마음에, 쏙",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,73479671,4055684,,,,,
G0109,0,member2,ambiguous_low_rating_topic_only,3,3,할인 받아서 가장 저렴하게 산거같아여! 예약 배송이 배송은 쫌 오래걸렸습니다!,MATIN COATING CROP BLOUSON IN SKY,마뗑킴,S,아우터,,,,,,"배송, 배송이, 배송은","다, 같아, 하게, 할, 저렴하게, 가장",,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,65728304,4449636,,,,,
G0110,0,member3,clear_complaint_low_rating,3,3,찡한 색상 때문에 샀는데 좋아요 생각보다 무난해요. 잘 맞아요 뒤가 예쁜것 같아요 m 샀다가 교환했어요,[WSM-23P74] 팔레트 키치레드 세미컷 플립턴 더블타이백,센티,90-95(L),스포츠/레저,,,,,교환,"색, 색상","다, 좋아, 잘, 같아, 같아요, 때, 보다, 해요, 생각, 것 같아, 생각보다, 것 같아요, 했어요, 맞아요","좋아요, 잘 맞아요",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,70383308,3375259,,,,,
G0111,0,member3,partial_complaint_in_rating5,5,5,스웨이드브라운 신발중에 가격도 좋고 이뻐요 보통230사이즈신는데 스니커즈라 240고민하다 사이즈품절이고 235구매했어요 240없는게 아쉽지만 빨리신으려구요^^,포폴라 클래식 프리미엄 벨벳 브라운(QP323LSN93),르꼬끄,BRW0_BROWN · 235,신발,정사이즈,,,,아쉽지만,"사이즈, 가격, 가격도","다, 했어요, 이뻐요, 중, 신발, 신는, 없는, 신는데, 고민하다, 빨리, 브라운","좋고, 구매했어요",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,78959706,4268227,,,,,
G0112,,member4,clear_complaint_low_rating,2,2,안감 쪽에만 충전재가 들어 있어서 주머니에 손 넣으면 손이 시려요 10도 이하 온도에 외출할 땐 장갑이나 토시 필수입니다 추운 날에 입어도 몸통 쪽은 따뜻한데 손이 시려서 입을 수가 없습니다 한겨울용으로 구매하실 분은 꼭 다른 제품으로 구매하세요 색은 제품 사진보다 훨씬 채도 낮고 물탄 듯 진짜 연한색입니다 분홍색이란 느낌 별로 안 들어요 다른 리뷰들처럼 핏도 좀 애매해요 세일할 때 구매해서 그냥 반품 안 하고 적당히 쌀쌀한 초겨울이나 간절기에 입으려 합니다,체리 노마드 후드 롱 다운 [라이트 라벤더],키르시,1,아우터,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,member4,,,,83102922,3599581,,,,,
G0113,0,member1,partial_complaint_in_rating5,5,5,튼튼하고 TSA잠금장치가 좋습니다. 원단도 좋구요 마감도 꼼꼼한 편이에요,퍼펙트 가드 웨이스트백 T1 (코듀라 립) + 카라비너 PGWT0620-RF,컨스파라,none,가방,,,,,"마감, 마감도","원단, 원단도",다,"좋습니다, 튼튼하고, 좋구요, 좋구",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,64803330,2555785,,불만없음,,,
G0114,1,ALL,mixed_or_partial_rating4,4,4,상체가 살집이 있지는 않은데도 딱 맞네요 가슴이 크시거나 한 분들은 불편할거같아요,여성 요가복 DEVI-T0093-블랙 필라테스 웨이크 슬릿 반팔티,데비웨어,블랙 · M (55반-66),상의,,,,,"불편, 불편할",,"들, 같아, 같아요, 딱, 할, 살, 않은, 분들은",,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,79573263,3395646,,불만없음,,,
G0115,0,member5,partial_complaint_in_rating5,5,5,마른파이브 브랜드 속옷은 기능이 참 좋은거 같아요. 3년 넘게 사용 중인데 한번도 실망해 본 적이 없어요. 오기닉 슬립은 더 몸에 착 감기고 개인적 슬립 제품보다 좋음을 느끼지만 움직이는 패드라 아쉬움 좀 있어요,쉬어 오가닉 심리스 슬립_3colors,마른파이브,L · 화이트,속옷/홈웨어,,,,,실망,제품,"다, 같아, 같아요, 더, 보다, 있어, 옷, 좋은, 거 같아요, 중, 있어요, 넘, 사용, 브랜드, 좋음, 좋은거, 없어요",착,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,member5,,,,62243951,3993782,,,,,
G0116,0,member2,clear_complaint_low_rating,3,3,색상은 화면과 거의 비슷해요 다크그린이네요. 소재는 너무 두꺼우면 활동할때 불편한데 적당하니 좋아요. 단 목부분이 맨투맨치고는 루즈한편이고 안에 옷 먼지가 너무 많아서 놀랐어요. 털어도 안털려서 결국 세탁하고 저온으로 건조해서 먼지를 털어 내야 했어요.,어센틱 릴렉스드 브루클린 맨투맨 스웨트 그린,언더오프,그린 · M,상의,조금 큼,화면과 비슷,적당함,,불편,"색, 색상, 소재, 화면, 화면과","다, 좋아, 면, 해서, 으로, 때, 할, 해요, 옷, 했어요, 편한, 거의",좋아요,FALSE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,member2,,,,80964823,4261941,,,,,
G0117,0,member3,partial_complaint_in_rating5,5,5,"디자인은 이쁜데, 구김이 잘가고 먼지가 잘 붙어요",컷오프 플리츠 스커트 [블랙],밀로 우먼,S,원피스/스커트,,,,,디자인은 이쁜데,"디자인, 디자인은",잘,이쁜,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,member3,,,,55574678,3565367,,,,,
G0118,0,member3,partial_complaint_in_rating5,5,5,처음 들어본 브랜드인데 후기 괜찮아서 색상별로 구매했는데 재질이며 핏이며 너무 만족스럽네요 잘입고 댕길게요~,패치자수 버뮤다팬츠,바벨웍스,블랙 · FREE,하의,,,,,별로,"색, 핏, 핏이, 색상","잘, 들, 질, 들어, 했는데, 재질, 입고, 재질이, 처음, 구매했는데, 브랜드","만족, 만족스럽네요, 잘입고",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,78581620,4370644,,,,,
G0119,0,member3,partial_complaint_in_rating5,5,5,"너무 예뻐서 샀는데 좀 마니 비싸요,,, 그게 아쉽지만 어쨌든 예쁨 근데 팔이 길고 많이 커요 ㅜㅜ 그래도 예뻐서 오래 입을 것 같습니다",SUNDAY VARSITY JACKET PINK,선데이후르츠마켓,M,아우터,,,,,"커요, 아쉽지만",,"다, 입을, 같습니다, 것 같습니다, 예뻐서",너무 예뻐서,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,member3,,,,47826720,2862622,,,,,
G0120,1,ALL,ambiguous_low_rating_topic_only,3,3,간절기에 입기 딱좋은 아우터입니다 핏도적당하니좋아요,크링클 미니멀 재킷 [다크 그레이],무신사 스탠다드,2XL,아우터,매우 작음,매우 밝음,매우 얇음,,,"핏, 핏도","다, 좋아, 딱, 입니다, 입기, 좋은","좋아요, 입기 딱",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member1,,,,83212063,3790867,,불만없음,,,
G0121,0,member1,mixed_or_partial_rating4,4,4,내장되어있는 캡이 제몸이랑은 잘 안맞는 느낌이더라구요.. 살짝 실망이에요,캡내장 모달 이너 반팔 티셔츠 (3 colors),아워위,블랙 · FREE,상의,,,,,"실망, 실망이",,"잘, 더, 느낌, 살, 살짝, 느낌이, 되어",,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,member1,,,,71720373,4307205,,,,,
G0122,0,member2,partial_complaint_in_rating5,5,5,너무 두껍지않아서 여름에도 입을 수 있을 정도의 니트재질이고 맨살에 입어도 까끌거리지않고 느낌이 좋아요. 집업부분도 과하지않고 마감이 잘 되어있는게 니트 퀄리티가 좋아보여서 깔끔한 코디를 원하시는분께 추천드려요. 넉넉한 오버핏이라서 핏도 예쁘고 어깨도 넓어보여서 개꿀이네요. 팔쪽에 스트라이프들어간 부분이 깔끔해서 어깨가 더 넓어보이는것 같아요!! 저는 힙?하게 회색츄리닝이랑 코디를 해봤는데 깔끔하게 반바지랑 코디를 해도 잘 어울릴것같아요,레가토 하프집업 블랙,엠엠아이씨,L,상의,,,,,"마감이, 마감","색, 핏, 핏이, 핏도, 퀄리티, 두껍지, 퀄리티가, 오버핏이라, 핏도 예쁘고, 어깨도","좋아, 잘, 들, 같아, 수, 해서, 같아요, 하게, 더, 질, 들어, 입을, 울, 것 같아, 재질, 티, 느낌, 살, 것 같아요, 감이, 입어, 추천, 바지, 않아, 정도, 않고, 느낌이, 있을, 여름에, 재질이","좋아요, 입어도, 여름, 깔끔한, 깔끔하게, 여름에도, 깔끔해서, 과하지, 코디",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member2,,,,59670748,4060109,,,,,
G0123,0,member1,mixed_or_partial_rating4,4,4,배송빠르고 포장도 큰박스에 꼼꼼하게 와요 무엇보다 색감이 이뻐요 생각했던것보다 품도 크고요 대신 생각한것보다 길이는 더 짧은것같아요 그래도 너무 이쁘고 좋아요,O3707 Irish crop varsity jacket_Camel brown,반원 아틀리에,Camel brown · Free,아우터,,,,,,"색, 배송, 색감, 길이, 색감이","다, 좋아, 같아, 같아요, 하게, 더, 보다, 생각, 감이, 이뻐요, 큰, 포장, 짧은, 생각했던","좋아요, 빠르고, 너무 이쁘고, 무엇보다",TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,member1,,,,50558337,2770992,,생각했던것보다 품도 크고요+생각한것보다 길이는 더 짧은것같아요 >핏 불만족으로 체크,TRUE,,
G0124,,member4,clear_complaint_low_rating,3,3,엄청 커요~ 디따많이~ 팔뚝 라인은 다리가 들어갈정도로 폭이 넓어요~ 양쪽 팔 시작되는 겨 드랑이 라인 쪽은 안감 색상이 살짝 드러나는 부분이 아쉽고 색상은 이뻐요^^,TEDDY PIQUE SWEATER NAVY,꼼파뇨,L,상의,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,member4,,,,72128761,2286564,,,,,
G0125,0,member2,mixed_or_partial_rating4,4,4,아이가 고민하다 고른색상인데. 맘에들어 합니다. 옷 가운데 봉제선이 너무 선명하게 가로줄이 생겨서 와서 신경이 쓰이고 팔쪽에 약간오염이 있었는거 빼곤 괜찮아요.,APR8 STAR LOGO HOODIE [6Color],에노시,오트밀 · M,상의,정사이즈,화면과 비슷,적당함,,,"색, 색상","다, 들, 합니다, 하게, 들어, 옷, 맘에, 괜찮아요, 아이가, 고민하다",,TRUE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,member2,,,,81990776,3445872,,,,,
G0126,0,member3,mixed_or_partial_rating4,4,4,광택도 훌륭하고 스타일도 만족스럽지만 사이즈가 너무 커서 자주 입지 못하고 있어요. 사이즈가 아쉽네요,MONSTER PADDED LONG DOWN BLACK,메종미네드,S,아우터,,,,,"아쉽네요, 너무 커서","사이즈, 사이즈가, 사이즈가 너무","있어, 타, 있어요, 스타일, 커서",만족,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,,,,24947441,2039479,,,,,
G0127,0,member3,clear_non_complaint_rating5,5,5,"튼튼한 소재와 넉넉한 수납력, 신발 전용 수납칸 및 방수 기능이 우수합니다. 일반적인 헬스용·여행용으로 적합하며 만족합니다.",언디나이어블 5.0 더플백 SM 1369222-001,언더아머,OSFM(FREE),가방,,,,,,소재,"다, 수, 합니다, 으로, 전, 신발","만족합니다, 만족, 수납",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member3,불만 없음,,,75622962,2298019,,,,,
G0128,,member4,clear_complaint_low_rating,1,1,하.. 신어보지도 않고 택을 뜯어서 반품못해요 너무 작아요,시그니처 방한 패딩 슬리퍼 네이비,콜맨슈즈,S (약230~240mm),신발,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member4,,,,52081071,1676788,,,,,
G0129,0,member2,ambiguous_low_rating_topic_only,3,3,"제품 자체는 그냥 무난하게 괜찮았는데,, 사용한지 2주 정도 밖에 안됐는데 갑자기 줄이 뚝 끊어졌어요,,ㅠㅠ 무겁게 넣지도 않고 거의 카드 세개랑 립밤,립스틱 정도만 넣고 다녔는데,,ㅎㅎ 묶어서 써보고는 있는데,, 다른걸 다시 새로 사야하나 고민중입니다",FAUX LEATHER POUCH BAG (BLACK),피스메이커,FREE,가방,,,,,,"제품, 제품 자체는","다, 하게, 입니다, 정도, 중, 않고, 하나, 보고, 사용, 무난하게, 있는데, 거의, 넣고",,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,member2,,,,42677867,2318353,,,,,
G0130,0,member5,clear_non_complaint_rating5,5,5,일단 귀엽습니다! 그리고 안에 수납공간도 나뉘어져 있어서 편리합니다. 가방 자체도 무겁지 않고 회사 다닐 때 도시락 가방으로 활용하려고 산거라 만족합니다.,럭키 캔버스 토트백 Ⅱ 3952 아이보리,캉골,ONE,가방,,,,,,,"다, 수, 합니다, 으로, 때, 있어, 있어서, 가방, 않고, 일단","만족합니다, 수납공간도, 다닐, 만족, 수납, 수납공간",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member5,,,,69369486,3790281,,,,,
G0131,1,ALL,mixed_or_partial_rating4,4,4,소매가 길어서 접어 입었어용 생각보다 펑퍼짐 해서 감안하세용 색도 꽤 어두운 계열의 옷인데 옷감이나 안감 체크 디테일이 좋습미다,BUDDY HARRINGTON JACKET _ NAVY,프리즘웍스,M,아우터,,,,,,"색, 색도","다, 해서, 보다, 생각, 옷, 생각보다, 감이, 길어, 짐, 소매, 길어서, 꽤",,TRUE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,member1,,,,59953166,3096448,,,,,
